PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence),Idx,Keywords
74668,3828,"otherwise appalling , and downright creepy , subject",1,"otherwise appalling , and downright creepy , subject",0,1,1.5172413793103448,74668,"['and', 'and downright', 'appalling', 'creepy', 'downright', 'downright creepy', 'otherwise', 'subject']"
74667,3828,"an otherwise appalling , and downright creepy , subject",2,"an otherwise appalling , and downright creepy , subject",0,2,1.5172413793103448,74667,"['an', 'an otherwise', 'and', 'and downright', 'appalling', 'creepy', 'downright', 'downright creepy', 'otherwise', 'subject']"
74662,3828,"made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",2,"made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",0,2,1.5172413793103448,74662,"['about', 'about an', 'an', 'an otherwise', 'and', 'and downright', 'appalling', 'boy', 'creepy', 'downright', 'downright creepy', 'his', 'in', 'in love', 'love', 'love with', 'made', 'made about', 'otherwise', 'subject', 'teenage', 'teenage boy', 'with', 'with his']"
74661,3828,"ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",2,"ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",0,2,1.5172413793103448,74661,"['about', 'about an', 'an', 'an otherwise', 'and', 'and downright', 'appalling', 'boy', 'creepy', 'downright', 'downright creepy', 'ever', 'ever made', 'his', 'in', 'in love', 'love', 'love with', 'made', 'made about', 'otherwise', 'subject', 'teenage', 'teenage boy', 'with', 'with his']"
74660,3828,most appealing,4,most appealing,3,1,1.5172413793103448,74660,"['appealing', 'most']"
74651,3828,"Tadpole may be one of the most appealing movie ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .",3,"Tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .",0,3,1.5172413793103448,74651,"['about', 'about an', 'an', 'an otherwise', 'and', 'and downright', 'appalling', 'appealing', 'be', 'be one', 'boy', 'creepy', 'downright', 'downright creepy', 'ever', 'ever made', 'his', 'in', 'in love', 'love', 'love with', 'made', 'made about', 'may', 'may be', 'most', 'movie', 'movie ever', 'of', 'of the', 'one', 'one of', 'otherwise', 'subject', 'tadpole', 'teenage', 'teenage boy', 'the', 'the most', 'with', 'with his']"
74663,3828,"made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love",2,"made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love",0,2,1.5172413793103448,74663,"['about', 'about an', 'an', 'an otherwise', 'and', 'and downright', 'appalling', 'boy', 'creepy', 'downright', 'downright creepy', 'in', 'in love', 'love', 'made', 'made about', 'otherwise', 'subject', 'teenage', 'teenage boy']"
74664,3828,"about an otherwise appalling , and downright creepy , subject -- a teenage boy in love",2,"about an otherwise appalling , and downright creepy , subject -- a teenage boy in love",0,2,1.5172413793103448,74664,"['about', 'about an', 'an', 'an otherwise', 'and', 'and downright', 'appalling', 'boy', 'creepy', 'downright', 'downright creepy', 'in', 'in love', 'love', 'otherwise', 'subject', 'teenage', 'teenage boy']"
74672,3828,"otherwise appalling ,",2,"otherwise appalling ,",2,0,1.5172413793103448,74672,"['appalling', 'otherwise']"
74671,3828,"otherwise appalling , and",1,"otherwise appalling , and",2,1,1.5172413793103448,74671,"['and', 'appalling', 'otherwise']"
74654,3828,"be one of the most appealing movie ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",4,"be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",0,4,1.5172413793103448,74654,"['about', 'about an', 'an', 'an otherwise', 'and', 'and downright', 'appalling', 'appealing', 'be', 'be one', 'boy', 'creepy', 'downright', 'downright creepy', 'ever', 'ever made', 'his', 'in', 'in love', 'love', 'love with', 'made', 'made about', 'most', 'movie', 'movie ever', 'of', 'of the', 'one', 'one of', 'otherwise', 'subject', 'teenage', 'teenage boy', 'the', 'the most', 'with', 'with his']"
74655,3828,"one of the most appealing movie ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",3,"one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",0,3,1.5172413793103448,74655,"['about', 'about an', 'an', 'an otherwise', 'and', 'and downright', 'appalling', 'appealing', 'boy', 'creepy', 'downright', 'downright creepy', 'ever', 'ever made', 'his', 'in', 'in love', 'love', 'love with', 'made', 'made about', 'most', 'movie', 'movie ever', 'of', 'of the', 'one', 'one of', 'otherwise', 'subject', 'teenage', 'teenage boy', 'the', 'the most', 'with', 'with his']"
74656,3828,"of the most appealing movie ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",4,"of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",0,4,1.5172413793103448,74656,"['about', 'about an', 'an', 'an otherwise', 'and', 'and downright', 'appalling', 'appealing', 'boy', 'creepy', 'downright', 'downright creepy', 'ever', 'ever made', 'his', 'in', 'in love', 'love', 'love with', 'made', 'made about', 'most', 'movie', 'movie ever', 'of', 'of the', 'otherwise', 'subject', 'teenage', 'teenage boy', 'the', 'the most', 'with', 'with his']"
74673,3828,otherwise appalling,0,otherwise appalling,2,2,1.5172413793103448,74673,"['appalling', 'otherwise']"
74674,3828,a teenage boy in love,2,a teenage boy in love,2,0,1.5172413793103448,74674,"['boy', 'in', 'in love', 'love', 'teenage', 'teenage boy']"
74665,3828,"an otherwise appalling , and downright creepy , subject -- a teenage boy in love",2,"an otherwise appalling , and downright creepy , subject -- a teenage boy in love",0,2,1.5172413793103448,74665,"['an', 'an otherwise', 'and', 'and downright', 'appalling', 'boy', 'creepy', 'downright', 'downright creepy', 'in', 'in love', 'love', 'otherwise', 'subject', 'teenage', 'teenage boy']"
74666,3828,"an otherwise appalling , and downright creepy , subject --",1,"an otherwise appalling , and downright creepy , subject --",0,1,1.5172413793103448,74666,"['an', 'an otherwise', 'and', 'and downright', 'appalling', 'creepy', 'downright', 'downright creepy', 'otherwise', 'subject']"
74657,3828,"the most appealing movie ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",3,"the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",0,3,1.5172413793103448,74657,"['about', 'about an', 'an', 'an otherwise', 'and', 'and downright', 'appalling', 'appealing', 'boy', 'creepy', 'downright', 'downright creepy', 'ever', 'ever made', 'his', 'in', 'in love', 'love', 'love with', 'made', 'made about', 'most', 'movie', 'movie ever', 'otherwise', 'subject', 'teenage', 'teenage boy', 'the', 'the most', 'with', 'with his']"
74675,3828,a teenage boy,2,a teenage boy,2,0,1.5172413793103448,74675,"['boy', 'teenage', 'teenage boy']"
74676,3828,teenage boy,2,teenage boy,2,0,1.5172413793103448,74676,"['boy', 'teenage', 'teenage boy']"
32882,1540,"An ugly , revolting movie .",1,"An ugly , revolting movie .",2,1,1.5,32882,"['an', 'movie', 'ugly']"
50703,2494,"you love the music , and I do",3,"you love the music , and I do",3,0,1.5,50703,"['and', 'do', 'love', 'love the', 'music', 'music and', 'the', 'the music', 'you', 'you love']"
55478,2769,hurt to watch .,2,hurts to watch .,2,0,1.5,55478,"['hurt', 'to', 'to watch', 'watch']"
55477,2769,actually hurt to watch .,0,actually hurts to watch .,2,2,1.5,55477,"['actually', 'hurt', 'to', 'to watch', 'watch']"
32883,1540,"An ugly , revolting movie",0,"An ugly , revolting movie",2,2,1.5,32883,"['an', 'movie', 'ugly']"
70303,3581,Dramatically lackluster,1,Dramatically lackluster,2,1,1.5,70303,"['dramatically', 'lackluster']"
13668,587,Not just unlikable .,1,Not just unlikable .,2,1,1.5,13668,"['just', 'not', 'not just', 'unlikable']"
55476,2769,it actually hurt to watch .,0,it actually hurts to watch .,2,2,1.5,55476,"['actually', 'hurt', 'it', 'it actually', 'to', 'to watch', 'watch']"
55475,2769,", it actually hurt to watch .",0,", it actually hurts to watch .",2,2,1.5,55475,"['actually', 'hurt', 'it', 'it actually', 'to', 'to watch', 'watch']"
55474,2769,"At time , it actually hurt to watch .",0,"At times , it actually hurts to watch .",2,2,1.5,55474,"['actually', 'at', 'at time', 'hurt', 'it', 'it actually', 'time', 'time it', 'to', 'to watch', 'watch']"
13671,587,unlikable,0,unlikable,2,2,1.5,13671,['unlikable']
13670,587,just unlikable,1,just unlikable,2,1,1.5,13670,"['just', 'unlikable']"
13669,587,just unlikable .,0,just unlikable .,2,2,1.5,13669,"['just', 'unlikable']"
32885,1540,"ugly , revolting",0,"ugly , revolting",2,2,1.5,32885,['ugly']
57227,2882,Aggravating and tedious .,0,Aggravating and tedious .,2,2,1.5,57227,"['and', 'tedious']"
57228,2882,Aggravating and tedious,0,Aggravating and tedious,2,2,1.5,57228,"['and', 'tedious']"
57229,2882,Aggravating and,1,Aggravating and,2,1,1.5,57229,['and']
104576,5522,Nothing about this movie,1,Nothing about this movie,2,1,1.5,104576,"['about', 'about this', 'movie', 'nothing', 'nothing about', 'this', 'this movie']"
104575,5522,Nothing about this movie work .,0,Nothing about this movie works .,2,2,1.5,104575,"['about', 'about this', 'movie', 'nothing', 'nothing about', 'this', 'this movie', 'work']"
57230,2882,Aggravating,1,Aggravating,2,1,1.5,57230,[]
57424,2895,Warm and exotic .,3,Warm and exotic .,2,1,1.5,57424,"['and', 'exotic', 'warm', 'warm and']"
57425,2895,Warm and exotic,4,Warm and exotic,2,2,1.5,57425,"['and', 'exotic', 'warm', 'warm and']"
32884,1540,"ugly , revolting movie",0,"ugly , revolting movie",2,2,1.5,32884,"['movie', 'ugly']"
151706,8276,verve and fun,4,verve and fun,2,2,1.5,151706,"['and', 'and fun', 'fun', 'verve']"
32886,1540,", revolting",1,", revolting",2,1,1.5,32886,[]
151693,8276,for scene,2,for scene,2,0,1.5,151693,"['for', 'scene']"
138424,7495,Just dreadful .,0,Just dreadful .,2,2,1.5,138424,"['dreadful', 'just']"
55635,2780,A tremendous piece of work .,4,A tremendous piece of work .,2,2,1.5,55635,"['of', 'of work', 'piece', 'piece of', 'tremendous', 'work']"
120946,6474,hate it .,1,hate it .,2,1,1.5,120946,"['hate', 'hate it', 'it']"
55636,2780,A tremendous piece of work,4,A tremendous piece of work,2,2,1.5,55636,"['of', 'of work', 'piece', 'piece of', 'tremendous', 'work']"
55637,2780,A tremendous piece,4,A tremendous piece,2,2,1.5,55637,"['piece', 'tremendous']"
151703,8276,"of humor , verve and fun",3,"of humor , verve and fun",3,0,1.5,151703,"['and', 'and fun', 'fun', 'humor', 'of', 'of humor', 'verve']"
55638,2780,tremendous piece,3,tremendous piece,2,1,1.5,55638,"['piece', 'tremendous']"
55639,2780,tremendous,4,tremendous,2,2,1.5,55639,['tremendous']
150726,8216,I have to admit I walked out of Runteldat .,0,I have to admit I walked out of Runteldat .,2,2,1.5,150726,"['admit', 'have', 'have to', 'of', 'out', 'out of', 'to', 'to admit', 'walked', 'walked out']"
55640,2780,of work,2,of work,2,0,1.5,55640,"['of', 'of work', 'work']"
151701,8276,"completely dry of humor , verve and fun",2,"completely dry of humor , verve and fun",4,2,1.5,151701,"['and', 'and fun', 'completely', 'dry', 'fun', 'humor', 'of', 'of humor', 'verve']"
151702,8276,"dry of humor , verve and fun",1,"dry of humor , verve and fun",3,2,1.5,151702,"['and', 'and fun', 'dry', 'fun', 'humor', 'of', 'of humor', 'verve']"
144418,7841,It sucked .,0,It sucked .,2,2,1.5,144418,"['it', 'sucked']"
144419,7841,sucked .,1,sucked .,2,1,1.5,144419,['sucked']
151704,8276,"humor , verve and fun",3,"humor , verve and fun",3,0,1.5,151704,"['and', 'and fun', 'fun', 'humor', 'verve']"
138425,7495,Just dreadful,1,Just dreadful,2,1,1.5,138425,"['dreadful', 'just']"
151700,8276,"almost completely dry of humor , verve and fun",0,"almost completely dry of humor , verve and fun",4,4,1.5,151700,"['almost', 'and', 'and fun', 'completely', 'dry', 'fun', 'humor', 'of', 'of humor', 'verve']"
151699,8276,"it almost completely dry of humor , verve and fun",1,"it almost completely dry of humor , verve and fun",4,3,1.5,151699,"['almost', 'and', 'and fun', 'completely', 'dry', 'fun', 'humor', 'it', 'it almost', 'of', 'of humor', 'verve']"
120945,6474,I hate it .,0,I hate it .,2,2,1.5,120945,"['hate', 'hate it', 'it']"
151694,8276,"manages to bleed it almost completely dry of humor , verve and fun .",0,"manages to bleed it almost completely dry of humor , verve and fun .",4,4,1.5,151694,"['almost', 'and', 'and fun', 'completely', 'dry', 'fun', 'humor', 'it', 'it almost', 'manages', 'manages to', 'of', 'of humor', 'to', 'verve']"
151707,8276,verve and,2,verve and,2,0,1.5,151707,"['and', 'verve']"
70302,3581,Dramatically lackluster .,0,Dramatically lackluster .,2,2,1.5,70302,"['dramatically', 'lackluster']"
151705,8276,", verve and fun",3,", verve and fun",2,1,1.5,151705,"['and', 'and fun', 'fun', 'verve']"
151695,8276,"manages to bleed it almost completely dry of humor , verve and fun",0,"manages to bleed it almost completely dry of humor , verve and fun",4,4,1.5,151695,"['almost', 'and', 'and fun', 'completely', 'dry', 'fun', 'humor', 'it', 'it almost', 'manages', 'manages to', 'of', 'of humor', 'to', 'verve']"
32887,1540,revolting,1,revolting,2,1,1.5,32887,[]
120944,6474,", I hate it .",0,", I hate it .",2,2,1.5,120944,"['hate', 'hate it', 'it']"
151698,8276,bleed,2,bleed,2,0,1.5,151698,[]
120943,6474,"No , I hate it .",0,"No , I hate it .",1,1,1.5,120943,"['hate', 'hate it', 'it', 'no']"
55479,2769,hurt to watch,1,hurts to watch,2,1,1.5,55479,"['hurt', 'to', 'to watch', 'watch']"
122408,6563,Abysmally,1,Abysmally,2,1,1.5,122408,[]
122407,6563,Abysmally pathetic,0,Abysmally pathetic,2,2,1.5,122407,['pathetic']
151696,8276,"to bleed it almost completely dry of humor , verve and fun",0,"to bleed it almost completely dry of humor , verve and fun",4,4,1.5,151696,"['almost', 'and', 'and fun', 'completely', 'dry', 'fun', 'humor', 'it', 'it almost', 'of', 'of humor', 'to', 'verve']"
151697,8276,"bleed it almost completely dry of humor , verve and fun",0,"bleed it almost completely dry of humor , verve and fun",4,4,1.5,151697,"['almost', 'and', 'and fun', 'completely', 'dry', 'fun', 'humor', 'it', 'it almost', 'of', 'of humor', 'verve']"
151692,8276,virtually scene,2,virtually scene,2,0,1.5,151692,"['scene', 'virtually']"
50704,2494,"you love the music , and",4,"you love the music , and",3,1,1.5,50704,"['and', 'love', 'love the', 'music', 'music and', 'the', 'the music', 'you', 'you love']"
150727,8216,have to admit I walked out of Runteldat .,0,have to admit I walked out of Runteldat .,2,2,1.5,150727,"['admit', 'have', 'have to', 'of', 'out', 'out of', 'to', 'to admit', 'walked', 'walked out']"
118476,6330,"are both superb , while Huppert ... is magnificent .",4,"are both superb , while Huppert ... is magnificent .",4,0,1.5,118476,"['are', 'are both', 'both', 'huppert', 'is', 'magnificent', 'superb', 'while']"
19657,864,-LRB- A -RRB- mess .,1,-LRB- A -RRB- mess .,2,1,1.5,19657,"['lrb', 'lrb rrb', 'mess', 'rrb']"
19658,864,-LRB- A -RRB- mess,0,-LRB- A -RRB- mess,2,2,1.5,19658,"['lrb', 'lrb rrb', 'mess', 'rrb']"
118483,6330,is magnificent,4,is magnificent,2,2,1.5,118483,"['is', 'magnificent']"
118482,6330,... is magnificent,4,... is magnificent,2,2,1.5,118482,"['is', 'magnificent']"
78471,4036,An intoxicating,3,An intoxicating,2,1,1.5,78471,"['an', 'intoxicating']"
78470,4036,An intoxicating experience .,4,An intoxicating experience .,2,2,1.5,78470,"['an', 'experience', 'intoxicating']"
118481,6330,Huppert ... is magnificent,4,Huppert ... is magnificent,2,2,1.5,118481,"['huppert', 'is', 'magnificent']"
118480,6330,while Huppert ... is magnificent,4,while Huppert ... is magnificent,2,2,1.5,118480,"['huppert', 'is', 'magnificent', 'while']"
118479,6330,are both superb,4,are both superb,2,2,1.5,118479,"['are', 'are both', 'both', 'superb']"
118478,6330,"are both superb ,",4,"are both superb ,",2,2,1.5,118478,"['are', 'are both', 'both', 'superb']"
118477,6330,"are both superb , while Huppert ... is magnificent",4,"are both superb , while Huppert ... is magnificent",4,0,1.5,118477,"['are', 'are both', 'both', 'huppert', 'is', 'magnificent', 'superb', 'while']"
50714,2494,to imagine having more fun watching a documentary,2,to imagine having more fun watching a documentary,0,2,1.5,50714,"['documentary', 'fun', 'having', 'imagine', 'more', 'more fun', 'to', 'to imagine', 'watching']"
3266,123,"Violent , vulgar and forgettably entertaining",1,"Violent , vulgar and forgettably entertaining",4,3,1.5,3266,"['and', 'entertaining', 'violent', 'vulgar', 'vulgar and']"
50713,2494,hard to imagine having more fun watching a documentary,4,hard to imagine having more fun watching a documentary,0,4,1.5,50713,"['documentary', 'fun', 'hard', 'hard to', 'having', 'imagine', 'more', 'more fun', 'to', 'to imagine', 'watching']"
50712,2494,hard to imagine having more fun watching a documentary ...,4,hard to imagine having more fun watching a documentary ...,0,4,1.5,50712,"['documentary', 'fun', 'hard', 'hard to', 'having', 'imagine', 'more', 'more fun', 'to', 'to imagine', 'watching']"
50711,2494,it hard to imagine having more fun watching a documentary ...,4,its hard to imagine having more fun watching a documentary ...,0,4,1.5,50711,"['documentary', 'fun', 'hard', 'hard to', 'having', 'imagine', 'it', 'it hard', 'more', 'more fun', 'to', 'to imagine', 'watching']"
50710,2494,", it hard to imagine having more fun watching a documentary ...",4,", its hard to imagine having more fun watching a documentary ...",0,4,1.5,50710,"['documentary', 'fun', 'hard', 'hard to', 'having', 'imagine', 'it', 'it hard', 'more', 'more fun', 'to', 'to imagine', 'watching']"
50709,2494,I do,2,I do,2,0,1.5,50709,['do']
19897,881,"... pitiful , slapdash disaster .",0,"... pitiful , slapdash disaster .",2,2,1.5,19897,"['disaster', 'slapdash']"
129081,6942,simply lull you into a gentle waking coma .,2,simply lulls you into a gentle waking coma .,3,1,1.5,129081,"['coma', 'gentle', 'into', 'lull', 'simply', 'waking', 'you', 'you into']"
19899,881,pitiful,1,pitiful,2,1,1.5,19899,[]
19900,881,", slapdash disaster .",0,", slapdash disaster .",2,2,1.5,19900,"['disaster', 'slapdash']"
19901,881,slapdash disaster .,1,slapdash disaster .,2,1,1.5,19901,"['disaster', 'slapdash']"
19902,881,slapdash disaster,0,slapdash disaster,2,2,1.5,19902,"['disaster', 'slapdash']"
50715,2494,imagine having more fun watching a documentary,1,imagine having more fun watching a documentary,3,2,1.5,50715,"['documentary', 'fun', 'having', 'imagine', 'more', 'more fun', 'watching']"
50716,2494,having more fun watching a documentary,2,having more fun watching a documentary,3,1,1.5,50716,"['documentary', 'fun', 'having', 'more', 'more fun', 'watching']"
50717,2494,more fun watching a documentary,1,more fun watching a documentary,3,2,1.5,50717,"['documentary', 'fun', 'more', 'more fun', 'watching']"
129089,6942,coma,0,coma,2,2,1.5,129089,['coma']
129083,6942,lull you into a gentle waking coma,1,lulls you into a gentle waking coma,3,2,1.5,129083,"['coma', 'gentle', 'into', 'lull', 'waking', 'you', 'you into']"
129080,6942,it simply lull you into a gentle waking coma .,1,it simply lulls you into a gentle waking coma .,3,2,1.5,129080,"['coma', 'gentle', 'into', 'it', 'lull', 'simply', 'waking', 'you', 'you into']"
129084,6942,lull you,1,lulls you,2,1,1.5,129084,"['lull', 'you']"
129079,6942,", it simply lull you into a gentle waking coma .",0,", it simply lulls you into a gentle waking coma .",3,3,1.5,129079,"['coma', 'gentle', 'into', 'it', 'lull', 'simply', 'waking', 'you', 'you into']"
129078,6942,", but more often",2,", but more often",2,0,1.5,129078,"['but', 'more', 'more often', 'often']"
129077,6942,loud and offensive,2,loud and offensive,2,0,1.5,129077,"['and', 'loud', 'loud and', 'offensive']"
150728,8216,have to admit I walked out of Runteldat,0,have to admit I walked out of Runteldat,2,2,1.5,150728,"['admit', 'have', 'have to', 'of', 'out', 'out of', 'to', 'to admit', 'walked', 'walked out']"
62800,3177,Something for everyone,4,Something for everyone,2,2,1.5,62800,"['everyone', 'for', 'for everyone', 'something']"
62799,3177,Something for everyone .,3,Something for everyone .,2,1,1.5,62799,"['everyone', 'for', 'for everyone', 'something']"
151684,8276,"Follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .",1,"Follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .",4,3,1.5,151684,"['almost', 'and', 'and fun', 'and yet', 'completely', 'dry', 'film', 'follows', 'for', 'fun', 'humor', 'it', 'it almost', 'manages', 'manages to', 'of', 'of humor', 'original', 'scene', 'scene and', 'the', 'the original', 'to', 'verve', 'virtually', 'yet']"
151685,8276,Follows the original film virtually scene for scene and yet,2,Follows the original film virtually scene for scene and yet,2,0,1.5,151685,"['and', 'and yet', 'film', 'follows', 'for', 'original', 'scene', 'scene and', 'the', 'the original', 'virtually', 'yet']"
151686,8276,the original film virtually scene for scene and yet,2,the original film virtually scene for scene and yet,2,0,1.5,151686,"['and', 'and yet', 'film', 'for', 'original', 'scene', 'scene and', 'the', 'the original', 'virtually', 'yet']"
62339,3151,Exciting documentary,3,Exciting documentary,2,1,1.5,62339,"['documentary', 'exciting']"
62338,3151,Exciting documentary .,4,Exciting documentary .,2,2,1.5,62338,"['documentary', 'exciting']"
151687,8276,the original film virtually scene for scene and,2,the original film virtually scene for scene and,2,0,1.5,151687,"['and', 'film', 'for', 'original', 'scene', 'scene and', 'the', 'the original', 'virtually']"
50718,2494,watching a documentary,2,watching a documentary,2,0,1.5,50718,"['documentary', 'watching']"
129076,6942,"loud and offensive , but more often",1,"loud and offensive , but more often",2,1,1.5,129076,"['and', 'but', 'loud', 'loud and', 'more', 'more often', 'offensive', 'often']"
129075,6942,"Occasionally loud and offensive , but more often",1,"Occasionally loud and offensive , but more often",2,1,1.5,129075,"['and', 'but', 'loud', 'loud and', 'more', 'more often', 'occasionally', 'offensive', 'often']"
129074,6942,"Occasionally loud and offensive , but more often , it simply lull you into a gentle waking coma .",1,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",3,2,1.5,129074,"['and', 'but', 'coma', 'gentle', 'into', 'it', 'loud', 'loud and', 'lull', 'more', 'more often', 'occasionally', 'offensive', 'often', 'simply', 'waking', 'you', 'you into']"
129085,6942,into a gentle waking coma,1,into a gentle waking coma,3,2,1.5,129085,"['coma', 'gentle', 'into', 'waking']"
129086,6942,a gentle waking coma,1,a gentle waking coma,3,2,1.5,129086,"['coma', 'gentle', 'waking']"
129087,6942,gentle waking coma,2,gentle waking coma,3,1,1.5,129087,"['coma', 'gentle', 'waking']"
129088,6942,waking coma,1,waking coma,2,1,1.5,129088,"['coma', 'waking']"
3265,123,"Violent , vulgar and forgettably entertaining .",1,"Violent , vulgar and forgettably entertaining .",4,3,1.5,3265,"['and', 'entertaining', 'violent', 'vulgar', 'vulgar and']"
19898,881,"pitiful , slapdash disaster .",0,"pitiful , slapdash disaster .",2,2,1.5,19898,"['disaster', 'slapdash']"
50701,2494,"If you love the music , and I do , it hard to imagine having more fun watching a documentary ...",4,"If you love the music , and I do , its hard to imagine having more fun watching a documentary ...",3,1,1.5,50701,"['and', 'do', 'do it', 'documentary', 'fun', 'hard', 'hard to', 'having', 'if', 'if you', 'imagine', 'it', 'it hard', 'love', 'love the', 'more', 'more fun', 'music', 'music and', 'the', 'the music', 'to', 'to imagine', 'watching', 'you', 'you love']"
142703,7745,rock .,3,rocks .,2,1,1.5,142703,['rock']
50706,2494,you love the music,3,you love the music,3,0,1.5,50706,"['love', 'love the', 'music', 'the', 'the music', 'you', 'you love']"
50705,2494,"you love the music ,",3,"you love the music ,",3,0,1.5,50705,"['love', 'love the', 'music', 'the', 'the music', 'you', 'you love']"
129818,6987,delicately performed,3,delicately performed,2,1,1.5,129818,"['delicately', 'performed']"
129817,6987,", delicately performed",3,", delicately performed",2,1,1.5,129817,"['delicately', 'performed']"
129816,6987,insightfully written,4,insightfully written,2,2,1.5,129816,['written']
129815,6987,"insightfully written , delicately performed",4,"insightfully written , delicately performed",2,2,1.5,129815,"['delicately', 'performed', 'written']"
120975,6477,Psychologically savvy,4,Psychologically savvy,2,2,1.5,120975,"['psychologically', 'savvy']"
50702,2494,"If you love the music , and I do",3,"If you love the music , and I do",2,1,1.5,50702,"['and', 'do', 'if', 'if you', 'love', 'love the', 'music', 'music and', 'the', 'the music', 'you', 'you love']"
120974,6477,Psychologically savvy .,3,Psychologically savvy .,2,1,1.5,120974,"['psychologically', 'savvy']"
3269,123,vulgar and forgettably,1,vulgar and forgettably,2,1,1.5,3269,"['and', 'vulgar', 'vulgar and']"
3270,123,vulgar and,2,vulgar and,2,0,1.5,3270,"['and', 'vulgar', 'vulgar and']"
142702,7745,Morvern rock .,4,Morvern rocks .,2,2,1.5,142702,"['morvern', 'rock']"
50708,2494,the music,2,the music,2,0,1.5,50708,"['music', 'the', 'the music']"
3271,123,vulgar,0,vulgar,2,2,1.5,3271,['vulgar']
3272,123,forgettably,1,forgettably,2,1,1.5,3272,[]
151688,8276,the original film virtually scene for scene,2,the original film virtually scene for scene,0,2,1.5,151688,"['film', 'for', 'original', 'scene', 'the', 'the original', 'virtually']"
151689,8276,the original film,2,the original film,2,0,1.5,151689,"['film', 'original', 'the', 'the original']"
151690,8276,original film,3,original film,2,1,1.5,151690,"['film', 'original']"
151691,8276,virtually scene for scene,2,virtually scene for scene,2,0,1.5,151691,"['for', 'scene', 'virtually']"
150733,8216,of Runteldat,2,of Runteldat,2,0,1.5,150733,['of']
150732,8216,walked out of Runteldat,1,walked out of Runteldat,2,1,1.5,150732,"['of', 'out', 'out of', 'walked', 'walked out']"
150731,8216,I walked out of Runteldat,1,I walked out of Runteldat,2,1,1.5,150731,"['of', 'out', 'out of', 'walked', 'walked out']"
150730,8216,admit I walked out of Runteldat,0,admit I walked out of Runteldat,2,2,1.5,150730,"['admit', 'of', 'out', 'out of', 'walked', 'walked out']"
150729,8216,to admit I walked out of Runteldat,0,to admit I walked out of Runteldat,2,2,1.5,150729,"['admit', 'of', 'out', 'out of', 'to', 'to admit', 'walked', 'walked out']"
50707,2494,love the music,4,love the music,3,1,1.5,50707,"['love', 'love the', 'music', 'the', 'the music']"
129082,6942,lull you into a gentle waking coma .,0,lulls you into a gentle waking coma .,3,3,1.5,129082,"['coma', 'gentle', 'into', 'lull', 'waking', 'you', 'you into']"
19904,881,disaster,0,disaster,2,2,1.5,19904,['disaster']
3267,123,"Violent , vulgar and forgettably",0,"Violent , vulgar and forgettably",2,2,1.5,3267,"['and', 'violent', 'vulgar', 'vulgar and']"
19903,881,slapdash,2,slapdash,2,0,1.5,19903,['slapdash']
3268,123,", vulgar and forgettably",2,", vulgar and forgettably",2,0,1.5,3268,"['and', 'vulgar', 'vulgar and']"
7026,281,a scummy ripoff,1,a scummy ripoff,2,1,1.4782608695652173,7026,[]
7016,281,"vile , incoherent mess",0,"vile , incoherent mess",0,0,1.4782608695652173,7016,"['incoherent', 'mess']"
7017,281,"vile , incoherent",0,"vile , incoherent",2,2,1.4782608695652173,7017,['incoherent']
7018,281,vile,1,vile,2,1,1.4782608695652173,7018,[]
7019,281,", incoherent",1,", incoherent",2,1,1.4782608695652173,7019,['incoherent']
7020,281,incoherent,1,incoherent,2,1,1.4782608695652173,7020,['incoherent']
7021,281,... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . ',0,... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . ',4,4,1.4782608695652173,7021,"['brilliant', 'david', 'of']"
7022,281,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . ',1,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . ',4,3,1.4782608695652173,7022,"['brilliant', 'david', 'of']"
